1,菊池新吉,1
2,モアシール,3
3,エンリケ,2
4,林健太郎,3
5,柱谷哲二,2
6,中村忠,2
7,前園真聖,3
8,北澤豪,3
9,エウレル,4
10,ラモス瑠偉,3
11,三浦知良,4
12,栗原圭介,3
13,財前宣之,3
14,エドウィン,3
15,三浦泰年,2
16,菊池利三,2
17,山口貴之,3
18,高木琢也,4
19,小針清允,1
20,石塚啓次,4
21,本並健治,1
22,山田卓也,2
23,米山篤志,2
24,玄新哲,4
25,菅原智,3
26,大石尚哉,1
27,長田道泰,3
28,土屋征夫,2
29,高木成太,3
30,薮田光教,4
31,瀬沼正和,3
32,増田功作,3
33,田中洋明,4
34,重田征紀,2
35,久島寿樹,3
36,渡辺淳一,3
